id,product_category,product_weight_kg,product_length_mm,product_width_mm,product_height_mm,fragility_level,transport_type,box_style,board_type,flute_type,liner_gsm,fluting_gsm,burst_strength_kg_cm2,ECT_lb_per_in,internal_protection,tape_type,strapping_type,extra_packaging,estimated_price_inr,pros,cons
1184,Clothing,33.71,808,302,757,High,Local transport,Die-cut box,3-ply,C,180,160,14,61,Air pillows,Filament tape,PP strap,Layer pads,12.45,Good stacking,Needs padding
1185,Clothing,36.28,887,166,655,Medium,Courier,Full overlap box,7-ply,A,120,140,12,32,Bubble wrap,Filament tape,PP strap,Layer pads,354.93,Low cost,Limited moisture resistance
1186,Paint cans,49.27,842,613,676,Low,Local transport,Mailer box,7-ply,C,150,120,18,72,Air pillows,BOPP tape,Steel strap,Layer pads,183.08,Good cushioning,Higher cost
1187,Auto parts,24.95,158,139,592,Low,Interstate trucking,Die-cut box,3-ply,E,230,160,16,48,Air pillows,BOPP tape,Steel strap,Pallet wrap,19.67,Good cushioning,Limited moisture resistance
1188,Glass bottles,13.07,876,236,582,Low,Courier,Pallet box,3-ply,C,180,140,18,44,Foam sheet,Water activated kraft tape,None,Corner protectors,22.99,High strength,Heavy box
1189,Books,13.25,139,235,508,High,Interstate trucking,Full overlap box,3-ply,E,180,140,24,51,Foam sheet,Filament tape,None,Corner protectors,21.09,Export suitable,Heavy box
1190,Food products,43.34,1097,604,736,Low,Export container,Pallet box,3-ply,B,150,100,16,48,None,BOPP tape,Steel strap,Edge protectors,34.71,High strength,Heavy box
1191,Mobile accessories,35.76,317,423,447,Low,Export container,RSC,3-ply,C,150,160,18,72,Paper void fill,BOPP tape,None,Layer pads,16.77,Export suitable,Limited moisture resistance
1192,Mobile accessories,3.32,1050,511,615,High,Export container,RSC,3-ply,A,150,120,12,51,Bubble wrap,BOPP tape,PET strap,Layer pads,36.66,Export suitable,Bulky size
1193,Auto parts,14.78,1067,130,654,Low,Interstate trucking,Mailer box,5-ply,E,250,100,14,51,Foam sheet,Filament tape,Steel strap,Edge protectors,123.76,Low cost,Heavy box
1194,Electronics,17.84,758,394,589,Low,Local transport,RSC,5-ply,E,230,120,16,23,None,BOPP tape,None,Edge protectors,72.56,Good stacking,Heavy box
1195,Pharmaceutical,66.91,946,654,398,Low,Interstate trucking,Die-cut box,7-ply,C,120,100,18,61,Foam sheet,Water activated kraft tape,PET strap,Edge protectors,118.94,Low cost,Higher cost
1196,Glass bottles,4.86,1201,690,625,High,Local transport,Mailer box,7-ply,B+C,200,160,12,72,Air pillows,Water activated kraft tape,PP strap,None,143.38,Low cost,Limited moisture resistance
1197,Electronics,55.74,1050,402,258,Medium,Local transport,Mailer box,5-ply,B,150,100,20,51,None,Water activated kraft tape,PET strap,Corner protectors,70.36,Low cost,Bulky size
1198,Paint cans,58.23,295,779,549,Medium,Local transport,RSC,3-ply,B,230,160,12,32,Air pillows,BOPP tape,PET strap,Edge protectors,36.64,Export suitable,Needs padding
1199,Books,74.72,302,225,255,Medium,Interstate trucking,Full overlap box,5-ply,B,250,160,20,61,Foam sheet,Water activated kraft tape,Steel strap,Layer pads,130.92,Good stacking,Bulky size
1200,Pharmaceutical,76.01,789,1000,515,High,Courier,Mailer box,7-ply,B+C,180,160,12,72,Corrugated dividers,BOPP tape,None,Layer pads,157.17,Export suitable,Bulky size
1201,Pharmaceutical,4.63,272,598,155,Low,Courier,Pallet box,5-ply,E,200,100,24,23,Paper void fill,Filament tape,None,Corner protectors,113.11,Good stacking,Needs padding
1202,Food products,11.99,326,515,482,Low,Courier,Pallet box,3-ply,B,230,120,20,72,Corrugated dividers,Water activated kraft tape,PP strap,Corner protectors,34.54,Export suitable,Needs padding
1203,Ceramics,57.69,287,876,348,Low,Courier,Pallet box,7-ply,C,120,140,20,23,Corrugated dividers,Filament tape,None,Corner protectors,287.73,Export suitable,Bulky size
1204,Paint cans,42.11,724,233,663,Low,Export container,Die-cut box,3-ply,B,150,160,24,72,Paper void fill,Water activated kraft tape,PP strap,Pallet wrap,46.0,Good stacking,Heavy box
1205,Auto parts,12.46,1282,78,462,Medium,Interstate trucking,Pallet box,5-ply,C,180,140,24,23,Air pillows,Water activated kraft tape,PET strap,None,128.72,Good stacking,Higher cost
1206,Industrial tools,56.9,644,281,359,Low,Export container,Pallet box,3-ply,C,150,140,18,48,Bubble wrap,BOPP tape,Steel strap,Layer pads,30.61,Export suitable,Limited moisture resistance
1207,Glass bottles,61.84,282,462,757,High,Local transport,Mailer box,3-ply,A,180,100,20,44,Air pillows,BOPP tape,Steel strap,Corner protectors,41.36,High strength,Needs padding
1208,Industrial tools,7.79,760,160,347,High,Courier,Die-cut box,5-ply,B,150,160,22,72,Corrugated dividers,BOPP tape,PP strap,Layer pads,36.52,Export suitable,Needs padding
1209,Auto parts,66.36,338,550,774,Medium,Export container,Full overlap box,3-ply,B,120,100,24,44,Paper void fill,BOPP tape,Steel strap,Edge protectors,44.69,Export suitable,Higher cost
1210,Industrial tools,58.49,650,555,329,Low,Courier,RSC,3-ply,B+C,180,160,18,51,Air pillows,Water activated kraft tape,PET strap,Layer pads,25.46,Low cost,Limited moisture resistance
1211,Pharmaceutical,28.31,1107,92,216,High,Interstate trucking,Pallet box,7-ply,A,180,160,18,72,Air pillows,Filament tape,None,None,232.57,High strength,Higher cost
1212,Food products,68.94,287,653,34,Low,Courier,Pallet box,7-ply,E,120,140,24,48,None,Water activated kraft tape,PET strap,Edge protectors,94.78,Low cost,Higher cost
1213,Books,31.28,952,391,364,Low,Local transport,RSC,7-ply,E,180,100,20,72,Air pillows,Water activated kraft tape,Steel strap,Corner protectors,250.34,Good stacking,Needs padding
1214,Food products,68.04,269,369,325,Medium,Local transport,Full overlap box,5-ply,E,150,160,18,51,None,Filament tape,PET strap,Edge protectors,51.9,Export suitable,Needs padding
1215,Ceramics,75.85,1129,579,435,Low,Local transport,Full overlap box,7-ply,B,230,140,12,44,Bubble wrap,BOPP tape,None,Layer pads,161.43,Good stacking,Heavy box
1216,Electronics,54.02,1013,555,129,High,Interstate trucking,Mailer box,5-ply,E,250,140,18,72,Foam sheet,Water activated kraft tape,None,Layer pads,113.44,High strength,Heavy box
1217,LED bulbs,35.77,1099,384,672,High,Interstate trucking,Die-cut box,3-ply,C,180,120,12,48,Foam sheet,BOPP tape,Steel strap,Corner protectors,17.3,Good stacking,Limited moisture resistance
1218,Books,26.18,942,355,681,Medium,Interstate trucking,Die-cut box,3-ply,E,180,140,22,44,Foam sheet,Filament tape,Steel strap,Corner protectors,39.01,High strength,Limited moisture resistance
1219,Paint cans,69.99,306,513,87,Medium,Local transport,Pallet box,7-ply,C,150,120,12,61,Corrugated dividers,Water activated kraft tape,Steel strap,Layer pads,146.76,Low cost,Limited moisture resistance
1220,Paint cans,78.47,1225,578,267,Medium,Courier,Full overlap box,5-ply,A,200,160,24,51,Air pillows,Filament tape,PP strap,Pallet wrap,111.34,High strength,Needs padding
1221,Cosmetics,42.99,1157,100,254,Medium,Interstate trucking,Full overlap box,7-ply,E,230,100,12,32,Bubble wrap,Filament tape,PP strap,None,154.93,Low cost,Heavy box
1222,Books,30.7,1443,960,491,Low,Courier,Mailer box,7-ply,E,250,140,20,32,Air pillows,BOPP tape,PP strap,Corner protectors,203.9,Good stacking,Limited moisture resistance
1223,Glass bottles,33.18,1250,678,385,Medium,Interstate trucking,Pallet box,5-ply,B+C,150,120,12,23,Air pillows,BOPP tape,PP strap,Corner protectors,105.69,Good cushioning,Bulky size
1224,LED bulbs,23.06,495,341,267,Low,Interstate trucking,RSC,5-ply,B,200,140,20,44,Paper void fill,Filament tape,None,Layer pads,70.52,Good cushioning,Heavy box
1225,Books,76.21,1157,319,772,Medium,Export container,Pallet box,5-ply,E,200,140,14,51,Corrugated dividers,Water activated kraft tape,PET strap,None,74.62,Export suitable,Heavy box
1226,Auto parts,5.17,939,697,760,Medium,Local transport,Full overlap box,3-ply,E,180,100,14,61,Corrugated dividers,BOPP tape,None,Pallet wrap,44.9,Good stacking,Limited moisture resistance
1227,Pharmaceutical,65.55,712,673,735,High,Interstate trucking,Mailer box,5-ply,B+C,150,120,16,44,Corrugated dividers,BOPP tape,PET strap,Corner protectors,68.65,Export suitable,Heavy box
1228,Electronics,57.04,1260,973,516,Low,Local transport,Mailer box,5-ply,B,200,100,18,72,None,BOPP tape,None,Layer pads,118.07,High strength,Higher cost
1229,Pharmaceutical,21.45,1095,509,341,High,Local transport,Pallet box,3-ply,C,150,140,24,44,Foam sheet,Water activated kraft tape,None,Corner protectors,19.54,Low cost,Needs padding
1230,Industrial tools,17.07,415,89,149,Medium,Local transport,Full overlap box,7-ply,E,200,100,22,32,Corrugated dividers,Water activated kraft tape,PP strap,Pallet wrap,330.16,Good cushioning,Limited moisture resistance
1231,LED bulbs,31.74,786,847,133,Low,Courier,Pallet box,7-ply,E,150,100,18,32,Bubble wrap,BOPP tape,PET strap,Layer pads,343.65,Low cost,Higher cost
1232,Ceramics,43.9,1141,126,76,Low,Courier,Mailer box,5-ply,E,120,160,16,44,Air pillows,BOPP tape,Steel strap,Pallet wrap,94.54,Low cost,Limited moisture resistance
1233,Paint cans,75.2,1378,609,664,High,Interstate trucking,Mailer box,5-ply,B,200,100,18,51,Bubble wrap,Water activated kraft tape,PET strap,Layer pads,82.6,Export suitable,Needs padding
1234,Clothing,56.88,857,488,201,Medium,Courier,Pallet box,7-ply,C,230,100,20,23,Air pillows,BOPP tape,PET strap,Layer pads,213.15,Low cost,Needs padding
1235,LED bulbs,43.3,785,294,678,Medium,Interstate trucking,Mailer box,5-ply,A,250,140,24,44,Paper void fill,Water activated kraft tape,Steel strap,Layer pads,78.49,High strength,Heavy box
1236,Books,69.94,1382,618,536,Medium,Courier,Die-cut box,7-ply,B+C,150,140,24,48,Paper void fill,Filament tape,PP strap,Edge protectors,122.77,Low cost,Bulky size
1237,Mobile accessories,23.71,681,355,101,High,Courier,RSC,7-ply,C,200,160,14,48,None,Water activated kraft tape,None,Pallet wrap,93.23,Low cost,Needs padding
1238,LED bulbs,78.49,734,983,688,Medium,Interstate trucking,Die-cut box,7-ply,C,180,140,12,23,Corrugated dividers,Water activated kraft tape,Steel strap,Corner protectors,331.42,Good stacking,Limited moisture resistance
1239,Pharmaceutical,36.96,253,808,161,Medium,Interstate trucking,RSC,5-ply,A,180,160,20,51,None,BOPP tape,None,Corner protectors,95.08,Low cost,Heavy box
1240,Clothing,21.55,1206,400,703,Low,Courier,Mailer box,3-ply,A,150,160,16,48,Corrugated dividers,Water activated kraft tape,Steel strap,None,13.21,Export suitable,Needs padding
1241,Pharmaceutical,77.0,779,269,654,Medium,Export container,Mailer box,7-ply,A,120,160,18,51,Bubble wrap,BOPP tape,None,Layer pads,349.28,High strength,Limited moisture resistance
1242,Ceramics,8.1,476,815,796,Medium,Interstate trucking,Mailer box,3-ply,C,120,100,18,51,Paper void fill,Filament tape,None,Corner protectors,45.91,Export suitable,Needs padding
1243,Electronics,20.58,436,513,208,High,Export container,Mailer box,7-ply,A,120,160,12,72,Paper void fill,BOPP tape,None,None,317.64,Export suitable,Bulky size
1244,Kitchen appliances,31.53,1497,263,152,Medium,Local transport,RSC,7-ply,B,150,160,16,51,Paper void fill,BOPP tape,Steel strap,Edge protectors,219.37,High strength,Heavy box
1245,Cosmetics,68.05,535,769,786,Medium,Local transport,Full overlap box,5-ply,E,250,160,22,48,Foam sheet,Water activated kraft tape,PET strap,Layer pads,95.31,Good cushioning,Needs padding
1246,Electronics,51.26,417,515,107,Low,Export container,Die-cut box,7-ply,B+C,180,160,12,32,Air pillows,Water activated kraft tape,PP strap,Corner protectors,144.05,Low cost,Needs padding
1247,Paint cans,23.18,1422,948,635,High,Local transport,Die-cut box,5-ply,B+C,180,160,14,61,Bubble wrap,BOPP tape,PP strap,Layer pads,127.48,Low cost,Bulky size
1248,Pharmaceutical,17.59,1145,344,134,High,Export container,Mailer box,7-ply,C,120,120,18,48,Air pillows,BOPP tape,None,Pallet wrap,254.38,Export suitable,Heavy box
1249,Books,1.93,1026,708,418,High,Export container,RSC,5-ply,A,230,100,14,61,Foam sheet,Water activated kraft tape,None,Corner protectors,86.13,High strength,Bulky size
1250,Books,24.63,637,654,327,High,Courier,Pallet box,3-ply,C,250,100,20,72,Foam sheet,BOPP tape,Steel strap,Layer pads,22.63,Low cost,Limited moisture resistance
1251,LED bulbs,5.35,137,612,335,Medium,Export container,Die-cut box,7-ply,C,250,140,18,23,Bubble wrap,Filament tape,Steel strap,Layer pads,271.94,Low cost,Higher cost
1252,Mobile accessories,27.22,1258,416,762,Low,Interstate trucking,Pallet box,3-ply,E,250,160,14,32,Paper void fill,Filament tape,Steel strap,None,29.52,Low cost,Bulky size
1253,LED bulbs,26.23,1023,404,214,Medium,Export container,RSC,7-ply,B+C,230,120,20,51,Foam sheet,BOPP tape,PP strap,Layer pads,209.57,Good stacking,Limited moisture resistance
1254,Cosmetics,42.34,149,736,662,Low,Export container,Die-cut box,7-ply,B+C,200,120,22,32,Corrugated dividers,BOPP tape,PET strap,Edge protectors,196.97,Low cost,Bulky size
1255,Kitchen appliances,63.35,304,101,477,Low,Export container,Full overlap box,7-ply,B+C,150,100,16,32,Bubble wrap,Filament tape,PP strap,Corner protectors,323.58,High strength,Limited moisture resistance
1256,Clothing,16.83,761,898,385,High,Local transport,Die-cut box,7-ply,B+C,200,160,16,32,Bubble wrap,Water activated kraft tape,None,Layer pads,178.32,High strength,Heavy box
1257,Food products,78.48,636,877,715,Medium,Local transport,Pallet box,3-ply,E,180,120,24,48,Foam sheet,Water activated kraft tape,Steel strap,Corner protectors,23.89,High strength,Heavy box
1258,Food products,11.0,140,132,389,Low,Courier,RSC,7-ply,C,120,140,20,23,Bubble wrap,BOPP tape,Steel strap,Pallet wrap,159.59,Good cushioning,Bulky size
1259,Mobile accessories,58.3,1104,424,139,High,Courier,Mailer box,7-ply,E,200,100,16,44,Paper void fill,Filament tape,Steel strap,Edge protectors,310.71,High strength,Bulky size
1260,Cosmetics,17.95,1289,221,759,Low,Export container,Full overlap box,7-ply,B+C,180,160,20,51,Paper void fill,Water activated kraft tape,None,Corner protectors,101.18,Low cost,Bulky size
1261,Mobile accessories,26.25,1020,301,240,Medium,Local transport,RSC,3-ply,B+C,120,100,24,23,None,BOPP tape,None,None,25.71,Good stacking,Bulky size
1262,Food products,67.52,1456,825,786,High,Courier,Full overlap box,7-ply,B+C,180,160,20,72,Air pillows,BOPP tape,PP strap,Corner protectors,224.99,Export suitable,Bulky size
1263,Industrial tools,16.23,1499,468,356,Low,Local transport,Full overlap box,7-ply,C,200,120,12,72,Foam sheet,Water activated kraft tape,Steel strap,None,131.19,High strength,Limited moisture resistance
1264,Kitchen appliances,77.74,486,697,233,Medium,Courier,Die-cut box,7-ply,A,120,120,16,23,Air pillows,Water activated kraft tape,PP strap,Edge protectors,149.73,Export suitable,Limited moisture resistance
1265,Industrial tools,20.27,1156,402,211,Medium,Courier,Mailer box,7-ply,B+C,150,100,22,44,Corrugated dividers,Filament tape,None,Edge protectors,143.83,Export suitable,Needs padding
1266,Glass bottles,69.44,606,198,398,Low,Interstate trucking,RSC,7-ply,C,150,120,20,23,Air pillows,Water activated kraft tape,PP strap,Layer pads,135.15,High strength,Higher cost
1267,Cosmetics,4.71,1462,732,737,Medium,Export container,Full overlap box,7-ply,A,200,160,20,44,Air pillows,BOPP tape,PET strap,Corner protectors,291.11,Good stacking,Limited moisture resistance
1268,Clothing,56.1,1086,906,170,High,Local transport,Mailer box,3-ply,A,120,100,16,72,Corrugated dividers,Filament tape,Steel strap,Corner protectors,47.49,Export suitable,Bulky size
1269,LED bulbs,67.56,761,108,341,High,Local transport,RSC,5-ply,E,200,160,24,32,Paper void fill,Water activated kraft tape,None,None,37.69,Low cost,Bulky size
1270,Ceramics,37.68,468,676,711,Low,Courier,Die-cut box,5-ply,B,230,100,22,72,Air pillows,BOPP tape,None,Edge protectors,49.26,Good cushioning,Limited moisture resistance
1271,Books,65.82,217,998,459,Low,Export container,RSC,5-ply,E,150,140,24,32,Foam sheet,BOPP tape,None,Pallet wrap,131.19,Good cushioning,Bulky size
1272,Mobile accessories,29.87,1121,306,483,High,Local transport,RSC,7-ply,E,200,100,16,48,None,Water activated kraft tape,Steel strap,Corner protectors,308.58,Low cost,Higher cost
1273,Glass bottles,61.89,807,176,127,Medium,Local transport,RSC,5-ply,A,180,120,20,44,Corrugated dividers,Filament tape,None,Layer pads,71.15,Good cushioning,Heavy box
1274,Paint cans,70.13,1368,885,168,Low,Courier,Mailer box,5-ply,B,200,100,24,51,Paper void fill,BOPP tape,Steel strap,Layer pads,89.13,Export suitable,Higher cost
1275,LED bulbs,8.64,677,766,206,High,Local transport,Pallet box,7-ply,C,250,140,14,72,Air pillows,Filament tape,Steel strap,None,310.5,Good cushioning,Higher cost
1276,Industrial tools,43.63,490,260,349,Medium,Local transport,Pallet box,3-ply,A,150,140,14,61,Foam sheet,Water activated kraft tape,Steel strap,Edge protectors,31.87,Good stacking,Heavy box
1277,Ceramics,27.1,401,650,451,Low,Export container,Full overlap box,3-ply,A,150,160,18,48,Bubble wrap,Water activated kraft tape,None,Edge protectors,35.49,Low cost,Needs padding
1278,Food products,9.1,1256,308,285,High,Export container,RSC,3-ply,B+C,200,100,20,48,Bubble wrap,Water activated kraft tape,PET strap,Edge protectors,12.65,Good stacking,Needs padding
1279,Electronics,26.21,172,469,538,High,Local transport,Pallet box,7-ply,C,180,120,16,61,Corrugated dividers,Water activated kraft tape,Steel strap,Pallet wrap,210.58,High strength,Higher cost
1280,Electronics,30.33,476,688,606,Low,Courier,Mailer box,5-ply,B+C,230,120,14,51,Foam sheet,Water activated kraft tape,Steel strap,Pallet wrap,95.39,Export suitable,Bulky size
1281,Electronics,42.79,794,573,102,Medium,Courier,Full overlap box,5-ply,B,250,160,14,44,Foam sheet,Filament tape,PET strap,Layer pads,97.98,Good stacking,Needs padding
1282,Books,79.42,584,767,212,Low,Interstate trucking,Full overlap box,5-ply,E,200,160,22,61,Foam sheet,BOPP tape,PP strap,Pallet wrap,134.87,Good cushioning,Heavy box
1283,Kitchen appliances,57.3,971,536,204,Medium,Courier,Mailer box,3-ply,A,150,120,18,32,Air pillows,Filament tape,PP strap,Edge protectors,32.02,High strength,Heavy box
1284,Cosmetics,36.72,926,437,630,High,Export container,Mailer box,7-ply,B,120,120,12,51,None,Water activated kraft tape,PP strap,Layer pads,157.09,High strength,Limited moisture resistance
1285,LED bulbs,5.96,644,702,581,High,Export container,RSC,3-ply,E,120,100,12,23,Paper void fill,BOPP tape,PP strap,None,20.26,Low cost,Limited moisture resistance
1286,Clothing,4.66,139,779,641,Low,Interstate trucking,Pallet box,3-ply,B+C,150,160,14,61,Corrugated dividers,Filament tape,PET strap,Corner protectors,38.16,Good stacking,Higher cost
1287,Paint cans,11.88,1473,486,800,Medium,Interstate trucking,RSC,5-ply,E,120,140,22,32,None,Filament tape,Steel strap,Edge protectors,63.02,Good cushioning,Bulky size
1288,Pharmaceutical,31.84,740,339,248,Low,Interstate trucking,Pallet box,7-ply,C,150,100,22,48,Corrugated dividers,Water activated kraft tape,PP strap,None,270.57,Low cost,Bulky size
1289,Auto parts,57.88,1415,999,95,High,Export container,Full overlap box,5-ply,A,120,160,22,51,Air pillows,Water activated kraft tape,Steel strap,Corner protectors,107.18,Good cushioning,Higher cost
1290,Books,68.47,413,578,777,Medium,Courier,Mailer box,7-ply,C,200,120,24,44,Foam sheet,BOPP tape,None,Pallet wrap,251.48,High strength,Higher cost
1291,Mobile accessories,70.62,242,907,561,High,Export container,Mailer box,5-ply,E,200,100,14,51,Corrugated dividers,Water activated kraft tape,PET strap,None,123.59,Good stacking,Needs padding
1292,Pharmaceutical,71.89,702,497,341,Low,Courier,RSC,5-ply,B,150,140,22,23,Paper void fill,BOPP tape,PET strap,None,50.73,Good cushioning,Heavy box
1293,LED bulbs,32.28,170,607,351,High,Export container,RSC,5-ply,C,180,140,18,32,Air pillows,Filament tape,None,Pallet wrap,114.96,Good stacking,Heavy box
1294,Paint cans,47.02,903,831,456,High,Interstate trucking,Pallet box,7-ply,E,250,140,18,44,None,Filament tape,PET strap,Corner protectors,113.99,Good stacking,Limited moisture resistance
1295,Kitchen appliances,42.67,697,374,395,Medium,Courier,Die-cut box,3-ply,C,250,120,24,61,Air pillows,BOPP tape,None,Layer pads,23.38,High strength,Higher cost
1296,LED bulbs,74.89,243,681,568,Low,Export container,Full overlap box,5-ply,A,120,100,20,32,Air pillows,Water activated kraft tape,PET strap,Layer pads,58.08,High strength,Heavy box
1297,Pharmaceutical,7.22,681,255,238,High,Local transport,Pallet box,7-ply,E,180,120,22,72,None,Water activated kraft tape,PP strap,Pallet wrap,240.15,High strength,Limited moisture resistance
1298,Ceramics,61.14,1364,500,38,Medium,Export container,Pallet box,5-ply,A,150,120,14,61,Corrugated dividers,Filament tape,PP strap,Corner protectors,110.4,Good cushioning,Heavy box
1299,Books,39.22,157,443,71,Low,Interstate trucking,Pallet box,5-ply,B,200,120,16,51,Bubble wrap,Water activated kraft tape,Steel strap,Pallet wrap,40.12,Low cost,Limited moisture resistance
1300,Kitchen appliances,60.74,417,883,701,Medium,Export container,Pallet box,7-ply,B,180,100,20,32,Paper void fill,Filament tape,PET strap,None,94.12,High strength,Heavy box
1301,Paint cans,59.88,411,113,726,Low,Export container,RSC,5-ply,B+C,120,140,18,51,Foam sheet,Filament tape,PP strap,Edge protectors,84.2,Low cost,Heavy box
1302,Auto parts,7.16,374,362,792,High,Interstate trucking,Full overlap box,5-ply,B+C,230,160,12,23,None,Water activated kraft tape,Steel strap,Corner protectors,102.08,High strength,Limited moisture resistance
1303,Industrial tools,76.1,982,873,586,Low,Courier,RSC,3-ply,A,200,160,12,23,Foam sheet,Filament tape,None,Corner protectors,37.56,Good stacking,Higher cost
1304,Mobile accessories,21.58,1313,667,629,Medium,Courier,Full overlap box,5-ply,C,150,120,22,23,Air pillows,Water activated kraft tape,None,Edge protectors,45.9,Low cost,Higher cost
1305,Ceramics,23.21,857,966,542,Low,Courier,Mailer box,7-ply,A,230,120,14,48,Paper void fill,BOPP tape,PP strap,None,247.86,High strength,Limited moisture resistance
1306,Paint cans,27.84,1029,989,87,Medium,Interstate trucking,Full overlap box,5-ply,C,250,140,22,61,Air pillows,BOPP tape,Steel strap,Edge protectors,38.22,Low cost,Higher cost
1307,Food products,16.59,1248,140,41,Medium,Courier,RSC,7-ply,B+C,150,100,24,72,Corrugated dividers,BOPP tape,PP strap,Pallet wrap,168.84,High strength,Heavy box
1308,LED bulbs,18.44,297,930,385,High,Courier,Pallet box,5-ply,A,230,140,12,72,Air pillows,BOPP tape,PP strap,Corner protectors,102.89,High strength,Heavy box
1309,Industrial tools,75.08,1449,678,87,High,Courier,Mailer box,7-ply,E,120,120,18,32,Air pillows,Filament tape,PET strap,Corner protectors,289.54,Good stacking,Higher cost
1310,LED bulbs,69.52,1483,820,140,Medium,Export container,Die-cut box,5-ply,C,200,140,12,72,Paper void fill,Water activated kraft tape,PP strap,Layer pads,114.43,Export suitable,Bulky size
1311,Cosmetics,50.75,1194,474,153,Medium,Local transport,Die-cut box,5-ply,B,230,140,14,32,None,BOPP tape,PP strap,None,88.29,High strength,Limited moisture resistance
1312,Ceramics,24.61,300,646,310,High,Export container,Die-cut box,5-ply,C,230,160,20,23,None,Filament tape,PET strap,Edge protectors,108.13,High strength,Limited moisture resistance
1313,Pharmaceutical,28.49,1045,571,74,Low,Courier,RSC,7-ply,B,200,140,12,23,Bubble wrap,Filament tape,Steel strap,Pallet wrap,171.28,Low cost,Heavy box
1314,Electronics,60.04,137,588,257,Medium,Local transport,Die-cut box,5-ply,B,200,100,14,23,Corrugated dividers,Water activated kraft tape,Steel strap,Pallet wrap,125.82,High strength,Bulky size
1315,Books,13.26,1006,222,763,High,Interstate trucking,Full overlap box,7-ply,E,200,100,22,61,Bubble wrap,Water activated kraft tape,PP strap,Edge protectors,359.17,Low cost,Limited moisture resistance
1316,LED bulbs,53.47,1135,237,588,Medium,Export container,RSC,5-ply,C,150,160,16,61,Bubble wrap,Filament tape,None,Corner protectors,66.51,Low cost,Limited moisture resistance
1317,Ceramics,37.55,151,114,102,Medium,Interstate trucking,Mailer box,7-ply,E,250,100,20,48,Air pillows,BOPP tape,PET strap,Edge protectors,356.4,Export suitable,Needs padding
1318,Electronics,34.72,557,912,674,High,Interstate trucking,Mailer box,5-ply,A,150,140,12,48,Paper void fill,Water activated kraft tape,PET strap,Layer pads,109.81,High strength,Bulky size
1319,Clothing,67.52,176,924,212,High,Interstate trucking,Full overlap box,5-ply,E,120,120,12,48,Foam sheet,Water activated kraft tape,None,Corner protectors,62.31,Export suitable,Higher cost
1320,LED bulbs,22.33,905,76,532,High,Local transport,RSC,5-ply,B+C,200,100,20,51,Foam sheet,BOPP tape,None,Pallet wrap,89.15,High strength,Heavy box
1321,Kitchen appliances,44.51,1099,413,654,Medium,Export container,RSC,5-ply,B,150,120,20,51,Foam sheet,Filament tape,None,Corner protectors,73.14,High strength,Limited moisture resistance
1322,Food products,79.15,1203,501,563,Low,Local transport,Die-cut box,7-ply,A,230,140,16,72,Corrugated dividers,Filament tape,Steel strap,None,205.88,High strength,Needs padding
1323,Pharmaceutical,33.57,884,914,681,Medium,Interstate trucking,RSC,5-ply,A,120,140,24,44,Corrugated dividers,BOPP tape,Steel strap,None,51.37,Export suitable,Heavy box
1324,Industrial tools,33.54,1400,463,703,Medium,Export container,Full overlap box,7-ply,B+C,120,160,16,61,None,Filament tape,PP strap,Edge protectors,185.41,Good stacking,Limited moisture resistance
1325,Glass bottles,47.18,616,559,167,High,Courier,Pallet box,7-ply,B+C,120,160,24,61,Paper void fill,Water activated kraft tape,Steel strap,Edge protectors,121.03,Good cushioning,Limited moisture resistance
1326,Electronics,30.77,1363,506,344,Medium,Courier,RSC,5-ply,A,120,160,22,51,None,Filament tape,Steel strap,None,87.79,Good cushioning,Limited moisture resistance
1327,Mobile accessories,68.66,1053,440,638,Low,Export container,Mailer box,3-ply,E,120,140,20,23,None,Filament tape,None,Pallet wrap,21.46,Low cost,Limited moisture resistance
1328,Cosmetics,75.6,1446,325,199,High,Export container,Mailer box,3-ply,C,120,100,18,48,Foam sheet,BOPP tape,PET strap,None,34.37,Good stacking,Higher cost
1329,Cosmetics,67.29,1242,83,738,Low,Export container,Pallet box,5-ply,C,150,120,12,44,Air pillows,Water activated kraft tape,Steel strap,Corner protectors,71.07,Low cost,Limited moisture resistance
1330,Food products,61.27,977,580,545,Medium,Local transport,Mailer box,5-ply,B,120,160,20,51,Air pillows,BOPP tape,None,Edge protectors,65.63,Good stacking,Needs padding
1331,Books,0.71,559,761,116,High,Courier,Pallet box,3-ply,A,120,160,14,72,Air pillows,Water activated kraft tape,Steel strap,Layer pads,38.5,Low cost,Heavy box
1332,Pharmaceutical,7.8,675,942,604,High,Local transport,Pallet box,5-ply,A,200,120,24,32,Air pillows,BOPP tape,PET strap,Layer pads,45.7,Export suitable,Limited moisture resistance
1333,Ceramics,54.89,1063,957,649,Medium,Export container,Pallet box,7-ply,B+C,230,140,20,61,Corrugated dividers,Water activated kraft tape,PET strap,Pallet wrap,251.26,Good cushioning,Needs padding
1334,Mobile accessories,72.95,1065,321,550,Medium,Courier,Mailer box,5-ply,B+C,120,140,12,44,Foam sheet,Filament tape,Steel strap,Corner protectors,50.19,Export suitable,Heavy box
1335,Books,24.05,1495,677,586,Low,Courier,Full overlap box,3-ply,E,150,140,18,48,Corrugated dividers,BOPP tape,PET strap,Pallet wrap,38.63,High strength,Bulky size
1336,Mobile accessories,70.34,360,224,396,Low,Local transport,Die-cut box,7-ply,B+C,120,100,22,32,Foam sheet,Filament tape,PET strap,Pallet wrap,140.28,Export suitable,Heavy box
